country,year,literacy_rate,gdp_pc,life_exp_yrs,youth_empl_rate,percent_forest_cover,hdi,pop_density
Afghanistan,1991,,1030,51.3,35.9,2.07,0.3,19.9
Afghanistan,1992,,950,51.4,37.5,2.07,0.309,21.4
Afghanistan,1993,,818,51.4,35.7,2.07,0.305,23.1
Afghanistan,1994,,732,50.7,35.8,2.07,0.3,24.8
Afghanistan,1995,,881,51.1,39.8,2.07,0.324,26.2
Afghanistan,1996,,904,51.4,36.9,2.07,0.32799999999999996,27.3
Afghanistan,1997,,930,51.1,36.9,2.07,0.332,28.2
Afghanistan,1998,,956,50.1,37.0,2.07,0.335,28.9
Afghanistan,1999,,982,51.5,37.0,2.07,0.33799999999999997,29.7
Afghanistan,2000,,972,51.6,37.0,2.07,0.34,30.8
Afghanistan,2001,,871,51.7,36.9,2.07,0.341,32.1
Afghanistan,2002,,1060,52.4,40.6,2.07,0.373,33.7
Afghanistan,2003,,1100,53.0,40.6,2.07,0.381,35.3
Afghanistan,2004,,1060,53.5,39.5,2.07,0.396,36.9
Afghanistan,2005,,1140,53.9,41.3,2.07,0.405,38.4
Afghanistan,2006,,1160,54.1,40.1,2.07,0.415,39.7
Afghanistan,2007,,1290,54.6,40.9,2.07,0.433,40.8
Afghanistan,2008,,1300,55.2,39.4,2.07,0.434,41.8
Afghanistan,2009,,1530,55.7,41.2,2.07,0.44799999999999995,42.9
Afghanistan,2010,,1610,56.2,39.9,2.07,0.45399999999999996,44.1
Afghanistan,2011,39.0,1660,56.7,39.8,2.07,0.46299999999999997,45.5
Albania,1991,,3230,73.9,39.8,28.7,0.618,120.0
Albania,1992,,3010,73.9,39.1,28.6,0.603,118.0
Albania,1993,,3320,73.9,34.2,28.6,0.608,116.0
Albania,1994,,3620,74.0,34.6,28.5,0.616,115.0
Albania,1995,,4130,74.1,36.0,28.4,0.628,113.0
Albania,1996,,4530,74.3,36.4,28.4,0.637,113.0
Albania,1997,,4070,72.5,39.8,28.3,0.636,113.0
Albania,1998,,4460,74.3,36.6,28.2,0.6459999999999999,113.0
Albania,1999,,5100,74.4,34.0,28.1,0.6559999999999999,114.0
Albania,2000,,5470,74.4,34.5,28.1,0.662,114.0
Albania,2001,98.7,5960,74.5,33.4,28.2,0.67,114.0
Albania,2002,,6230,74.5,34.0,28.3,0.674,114.0
Albania,2003,,6620,74.6,32.2,28.4,0.6809999999999999,114.0
Albania,2004,,7020,74.7,30.6,28.5,0.685,113.0
Albania,2005,,7460,74.9,29.1,28.6,0.696,112.0
Albania,2006,,7920,75.2,27.7,28.5,0.703,111.0
Albania,2007,,8450,75.4,27.3,28.5,0.713,110.0
Albania,2008,95.9,9150,75.6,26.0,28.4,0.721,109.0
Albania,2009,,9530,75.9,24.9,28.4,0.725,108.0
Albania,2010,,9930,76.3,23.0,28.3,0.738,107.0
Albania,2011,96.8,10200,76.7,24.8,28.3,0.752,107.0
Algeria,1991,,9870,71.4,24.0,0.7,0.581,11.1
Algeria,1992,,9820,71.7,22.8,0.69,0.5870000000000001,11.4
Algeria,1993,,9400,72.0,21.8,0.69,0.591,11.7
Algeria,1994,,9130,72.1,21.1,0.69,0.595,11.9
Algeria,1995,,9300,72.3,18.1,0.68,0.6,12.1
Algeria,1996,,9510,72.8,20.4,0.68,0.609,12.3
Algeria,1997,,9460,73.0,22.0,0.67,0.617,12.5
Algeria,1998,,9800,73.1,20.6,0.67,0.627,12.7
Algeria,1999,,9970,73.5,19.0,0.67,0.636,12.9
Algeria,2000,,10200,73.9,17.6,0.66,0.644,13.1
Algeria,2001,,10400,74.1,18.6,0.66,0.653,13.3
Algeria,2002,69.9,10800,74.4,18.0,0.66,0.6629999999999999,13.4
Algeria,2003,,11500,74.5,17.8,0.65,0.6729999999999999,13.6
Algeria,2004,,11800,75.1,21.1,0.65,0.68,13.8
Algeria,2005,,12300,75.4,22.0,0.64,0.6859999999999999,14.0
Algeria,2006,72.7,12300,75.6,23.5,0.68,0.69,14.2
Algeria,2007,,12600,75.9,21.9,0.71,0.6970000000000001,14.4
Algeria,2008,,12700,76.1,22.3,0.74,0.705,14.6
Algeria,2009,,12600,76.3,22.5,0.77,0.7140000000000001,14.9
Algeria,2010,,12900,76.5,22.1,0.81,0.7240000000000001,15.2
Algeria,2011,,13000,76.7,21.6,0.81,0.732,15.5
Angola,1991,,4210,50.8,27.2,48.8,,10.1
Angola,1992,,3790,51.0,27.4,48.7,,10.4
Angola,1993,,2760,49.7,27.3,48.6,,10.8
Angola,1994,,2770,51.1,26.9,48.5,,11.1
Angola,1995,,2970,52.0,26.4,48.4,,11.4
Angola,1996,,3210,52.3,26.4,48.3,,11.8
Angola,1997,,3370,52.7,26.6,48.2,,12.1
Angola,1998,,3500,52.8,26.6,48.1,,12.4
Angola,1999,,3510,52.9,26.6,48.0,0.382,12.8
Angola,2000,,3510,53.4,26.4,47.9,0.391,13.2
Angola,2001,67.4,3540,53.6,26.4,47.8,0.401,13.6
Angola,2002,,3180,54.5,26.1,47.7,0.406,14.1
Angola,2003,,3240,55.1,26.2,47.6,0.415,14.6
Angola,2004,,3460,55.7,26.0,47.5,0.426,15.1
Angola,2005,,3950,56.5,28.9,47.4,0.439,15.7
Angola,2006,,4600,57.0,32.1,47.3,0.45399999999999996,16.3
Angola,2007,,5440,57.8,35.2,47.2,0.46799999999999997,16.8
Angola,2008,,5980,58.6,38.4,47.1,0.48,17.5
Angola,2009,,5910,59.3,41.7,47.0,0.488,18.1
Angola,2010,,5900,60.1,44.8,46.9,0.495,18.7
Angola,2011,70.4,5910,60.9,48.3,46.8,0.508,19.4
Argentina,1991,96.1,12000,72.3,40.5,12.6,0.713,12.1
Argentina,1992,,13300,72.5,39.5,12.5,0.72,12.3
Argentina,1993,,13900,72.7,35.1,12.4,0.725,12.5
Argentina,1994,,14500,73.0,33.2,12.3,0.728,12.6
Argentina,1995,,13900,73.1,25.3,12.2,0.731,12.8
Argentina,1996,,14500,73.3,27.3,12.1,0.738,12.9
Argentina,1997,,15500,73.5,30.1,12.0,0.746,13.1
Argentina,1998,,15900,73.7,32.8,11.9,0.753,13.2
Argentina,1999,,15200,73.9,31.3,11.8,0.764,13.4
Argentina,2000,,14900,74.2,30.4,11.6,0.7709999999999999,13.5
Argentina,2001,97.2,14100,74.4,27.6,11.5,0.7759999999999999,13.7
Argentina,2002,,12400,74.5,24.7,11.4,0.77,13.8
Argentina,2003,,13400,74.6,29.5,11.3,0.775,14.0
Argentina,2004,,14400,74.9,33.1,11.2,0.78,14.2
Argentina,2005,,15500,75.2,33.3,11.0,0.782,14.3
Argentina,2006,,16600,75.3,34.9,10.9,0.7879999999999999,14.5
Argentina,2007,,17900,75.3,35.1,10.8,0.792,14.6
Argentina,2008,,18400,75.5,34.8,10.7,0.794,14.8
Argentina,2009,,17200,75.7,33.8,10.6,0.802,14.9
Argentina,2010,,18700,75.8,33.1,10.4,0.816,15.1
Argentina,2011,97.9,19600,76.0,33.3,10.3,0.8220000000000001,15.2
Armenia,1991,,3340,70.0,30.1,,0.628,123.0
Armenia,1992,,1980,69.0,29.9,11.8,0.595,121.0
Armenia,1993,,1850,68.7,27.2,11.8,0.593,118.0
Armenia,1994,,1990,68.9,26.0,11.7,0.597,115.0
Armenia,1995,,2170,69.3,25.6,11.7,0.603,113.0
Armenia,1996,,2340,69.5,23.7,11.7,0.609,111.0
Armenia,1997,,2440,70.3,22.7,11.7,0.618,110.0
Armenia,1998,,2640,70.7,23.5,11.7,0.632,109.0
Armenia,1999,,2740,71.2,22.3,11.7,0.639,109.0
Armenia,2000,,2930,71.8,22.2,11.7,0.644,108.0
Armenia,2001,99.4,3220,72.1,22.0,11.7,0.645,107.0
Armenia,2002,,3670,72.5,21.4,11.7,0.657,107.0
Armenia,2003,,4210,72.5,21.0,11.7,0.6679999999999999,106.0
Armenia,2004,,4670,72.7,20.5,11.7,0.679,105.0
Armenia,2005,,5360,72.5,20.5,11.7,0.6920000000000001,105.0
Armenia,2006,,6110,72.5,20.3,11.7,0.7070000000000001,104.0
Armenia,2007,,7010,72.9,20.4,11.7,0.721,103.0
Armenia,2008,,7560,72.8,20.1,11.6,0.725,102.0
Armenia,2009,,6530,73.0,19.4,11.6,0.72,101.0
Armenia,2010,,6700,73.3,21.3,11.6,0.7290000000000001,101.0
Armenia,2011,99.6,7020,73.8,22.4,11.6,0.732,101.0
Azerbaijan,1991,,8320,65.9,34.5,,,89.0
Azerbaijan,1992,,6350,64.3,38.2,10.3,,90.4
Azerbaijan,1993,,4810,64.4,40.0,10.3,,91.7
Azerbaijan,1994,,3810,63.9,39.2,10.3,,93.0
Azerbaijan,1995,,3320,64.9,39.3,10.4,0.609,94.1
Azerbaijan,1996,,3330,65.3,36.2,10.4,0.61,95.0
Azerbaijan,1997,,3490,65.6,34.7,10.4,0.615,95.9
Azerbaijan,1998,,3800,65.8,34.5,10.4,0.626,96.7
Azerbaijan,1999,98.8,4050,66.1,33.5,10.5,0.636,97.4
Azerbaijan,2000,,4460,66.6,32.7,10.6,0.642,98.3
Azerbaijan,2001,,4860,67.2,32.2,10.6,0.6509999999999999,99.2
Azerbaijan,2002,,5340,67.5,31.9,10.6,0.659,100.0
Azerbaijan,2003,,5890,67.3,31.4,10.6,0.6679999999999999,101.0
Azerbaijan,2004,,6440,67.4,31.5,10.6,0.675,102.0
Azerbaijan,2005,,8050,67.6,31.2,10.6,0.682,103.0
Azerbaijan,2006,,10700,68.0,30.8,10.9,0.708,104.0
Azerbaijan,2007,99.6,13200,68.3,31.0,11.3,0.7190000000000001,106.0
Azerbaijan,2008,,14400,68.4,30.2,11.6,0.728,107.0
Azerbaijan,2009,99.8,15400,68.8,29.7,11.9,0.737,108.0
Azerbaijan,2010,,16000,69.1,28.8,12.2,0.741,109.0
Azerbaijan,2011,,15800,69.9,28.2,12.5,0.742,111.0
Bahrain,1991,84.0,38500,69.6,40.5,0.33,0.7509999999999999,671.0
Bahrain,1992,,40000,69.6,40.6,0.35,0.757,688.0
Bahrain,1993,,44100,69.9,40.8,0.37,0.765,706.0
Bahrain,1994,,42900,70.2,40.9,0.39,0.768,723.0
Bahrain,1995,,43500,70.3,40.7,0.41,0.775,742.0
Bahrain,1996,,44100,70.8,40.0,0.44,0.778,761.0
Bahrain,1997,,44200,71.2,39.4,0.45,0.779,783.0
Bahrain,1998,,44900,71.5,39.1,0.48,0.7829999999999999,808.0
Bahrain,1999,,45200,71.8,39.2,0.51,0.7859999999999999,838.0
Bahrain,2000,,45500,71.7,39.5,0.52,0.794,874.0
Bahrain,2001,86.5,44500,72.3,39.7,0.55,0.7959999999999999,918.0
Bahrain,2002,,43700,72.6,39.8,0.56,0.7979999999999999,967.0
Bahrain,2003,,43800,72.9,40.2,0.58,0.8029999999999999,1020.0
Bahrain,2004,,43900,73.1,40.8,0.59,0.8059999999999999,1090.0
Bahrain,2005,,43800,73.6,41.1,0.61,0.81,1170.0
Bahrain,2006,,43200,73.8,41.3,0.62,0.813,1260.0
Bahrain,2007,,43300,74.6,41.3,0.64,0.815,1360.0
Bahrain,2008,,42800,75.2,41.0,0.64,0.8140000000000001,1470.0
Bahrain,2009,,41300,75.7,40.5,0.67,0.81,1560.0
Bahrain,2010,94.6,41100,76.0,39.8,0.7,0.812,1630.0
Bahrain,2011,,40700,76.2,38.0,0.7,0.812,1680.0
Bangladesh,1991,35.3,1300,56.5,48.0,11.5,0.39299999999999996,835.0
Bangladesh,1992,,1340,59.8,47.5,11.4,0.4,854.0
Bangladesh,1993,,1370,60.5,47.1,11.4,0.408,873.0
Bangladesh,1994,,1400,61.3,46.7,11.4,0.415,893.0
Bangladesh,1995,,1440,61.7,46.4,11.4,0.423,912.0
Bangladesh,1996,,1470,62.6,46.2,11.4,0.43200000000000005,932.0
Bangladesh,1997,,1510,63.5,45.7,11.3,0.441,951.0
Bangladesh,1998,,1550,64.3,45.2,11.3,0.45,971.0
Bangladesh,1999,,1590,65.2,44.8,11.3,0.45899999999999996,991.0
Bangladesh,2000,,1640,65.5,44.3,11.3,0.46799999999999997,1010.0
Bangladesh,2001,47.5,1690,66.0,44.5,11.3,0.47600000000000003,1030.0
Bangladesh,2002,,1730,66.5,44.6,11.2,0.484,1050.0
Bangladesh,2003,,1780,67.1,44.9,11.2,0.491,1070.0
Bangladesh,2004,,1840,67.6,44.0,11.2,0.499,1090.0
Bangladesh,2005,,1930,68.0,43.1,11.2,0.506,1100.0
Bangladesh,2006,,2030,68.5,43.2,11.2,0.513,1120.0
Bangladesh,2007,,2150,68.9,42.0,11.1,0.52,1130.0
Bangladesh,2008,,2250,69.5,41.0,11.1,0.523,1140.0
Bangladesh,2009,,2340,70.1,39.6,11.1,0.535,1160.0
Bangladesh,2010,,2440,70.4,41.0,11.1,0.545,1170.0
Bangladesh,2011,57.7,2570,71.0,39.9,11.1,0.557,1180.0
Belarus,1991,,8250,70.2,43.2,,,50.4
Belarus,1992,,7440,69.7,44.3,38.8,,50.4
Belarus,1993,,6860,69.0,45.2,39.1,,50.3
Belarus,1994,,6070,68.6,46.1,39.3,,50.1
Belarus,1995,,5450,68.3,46.6,39.6,0.655,50.0
Belarus,1996,,5620,68.3,46.2,39.8,0.659,49.8
Belarus,1997,,6290,68.2,45.3,40.1,0.6659999999999999,49.6
Belarus,1998,,6850,68.2,44.5,40.3,0.67,49.4
Belarus,1999,99.6,7120,68.1,43.9,40.5,0.675,49.2
Belarus,2000,,7560,68.5,43.7,40.8,0.6809999999999999,49.0
Belarus,2001,,7960,68.3,43.6,41.0,0.687,48.7
Belarus,2002,,8420,68.1,43.5,41.1,0.695,48.3
Belarus,2003,,9070,68.5,43.6,41.3,0.703,48.0
Belarus,2004,,10200,68.7,43.8,41.4,0.713,47.7
Belarus,2005,,11200,68.9,44.1,41.6,0.723,47.4
Belarus,2006,,12400,69.4,44.6,41.7,0.7390000000000001,47.2
Belarus,2007,,13500,69.9,45.2,41.8,0.755,47.0
Belarus,2008,,15000,70.2,46.0,41.9,0.7709999999999999,46.9
Belarus,2009,99.6,15000,70.3,46.6,42.0,0.78,46.8
Belarus,2010,,16200,70.4,47.0,42.1,0.787,46.7
Belarus,2011,,17200,70.7,47.8,42.2,0.7929999999999999,46.7
Belize,1991,70.3,5600,71.4,48.7,70.2,0.6509999999999999,8.38
Belize,1992,,6170,71.3,45.1,69.5,0.655,8.52
Belize,1993,,6450,71.0,41.6,68.8,0.6559999999999999,8.66
Belize,1994,,6330,70.8,39.7,68.1,0.66,8.84
Belize,1995,,6210,70.7,38.3,67.4,0.662,9.07
Belize,1996,,6100,70.6,36.9,66.7,0.659,9.37
Belize,1997,,6090,69.8,38.1,66.0,0.6609999999999999,9.72
Belize,1998,,6080,69.6,36.7,65.3,0.6609999999999999,10.1
Belize,1999,,6370,69.2,38.2,64.7,0.6679999999999999,10.5
Belize,2000,,6960,68.9,40.1,64.0,0.677,10.8
Belize,2001,,7090,68.7,41.9,63.6,0.6779999999999999,11.2
Belize,2002,,7250,69.2,41.2,63.2,0.684,11.5
Belize,2003,,7720,69.4,41.2,62.9,0.691,11.8
Belize,2004,,7870,69.7,41.2,62.5,0.695,12.1
Belize,2005,,7870,70.0,40.8,62.1,0.6920000000000001,12.4
Belize,2006,,8020,70.3,43.4,61.9,0.7,12.7
Belize,2007,,7900,70.7,45.2,61.7,0.6990000000000001,13.1
Belize,2008,,7950,70.9,46.6,61.4,0.7,13.4
Belize,2009,,7810,71.1,46.2,61.2,0.7,13.8
Belize,2010,,7880,71.4,46.1,61.0,0.7,14.1
Belize,2011,,7860,71.5,43.6,60.8,0.7020000000000001,14.4
Benin,1991,,1470,55.6,66.1,50.5,0.35100000000000003,45.7
Benin,1992,27.3,1470,56.0,65.9,49.9,0.355,47.3
Benin,1993,,1500,56.4,65.3,49.2,0.361,49.0
Benin,1994,,1480,56.4,64.7,48.6,0.365,50.7
Benin,1995,,1520,56.5,63.9,48.0,0.371,52.4
Benin,1996,,1530,56.4,63.2,47.4,0.375,54.0
Benin,1997,,1570,56.9,62.3,46.8,0.38,55.7
Benin,1998,,1590,57.1,61.5,46.1,0.384,57.4
Benin,1999,,1620,57.3,60.6,45.5,0.389,59.1
Benin,2000,,1670,57.6,59.6,44.9,0.395,60.9
Benin,2001,,1700,57.8,58.7,44.4,0.40700000000000003,62.8
Benin,2002,34.7,1730,58.2,57.6,44.0,0.41600000000000004,64.7
Benin,2003,,1740,58.6,55.5,43.5,0.423,66.7
Benin,2004,,1760,59.0,53.4,43.1,0.43,68.7
Benin,2005,,1740,59.5,51.2,42.7,0.434,70.8
Benin,2006,28.7,1750,59.9,49.1,42.2,0.43799999999999994,72.9
Benin,2007,,1810,60.3,47.1,41.8,0.444,75.0
Benin,2008,,1840,60.8,45.0,41.3,0.44799999999999995,77.1
Benin,2009,,1830,61.4,43.0,40.9,0.451,79.3
Benin,2010,,1820,61.8,41.2,40.5,0.45399999999999996,81.6
Benin,2011,,1820,62.2,41.6,40.0,0.45799999999999996,83.9
Bhutan,1991,,2320,60.5,41.5,53.9,,14.1
Bhutan,1992,,2450,61.1,41.0,54.1,,13.9
Bhutan,1993,,2540,61.7,40.5,54.3,,13.7
Bhutan,1994,,2700,62.1,40.0,64.0,,13.6
Bhutan,1995,,2900,62.9,39.6,64.2,,13.5
Bhutan,1996,,3030,63.9,39.7,64.5,,13.6
Bhutan,1997,,3140,64.4,39.9,64.7,,13.9
Bhutan,1998,,3240,65.1,40.3,65.0,,14.2
Bhutan,1999,,3400,66.0,40.9,65.2,,14.6
Bhutan,2000,,3540,65.6,41.3,65.5,,15.0
Bhutan,2001,,3720,67.2,42.8,65.7,,15.5
Bhutan,2002,,4010,68.0,44.6,66.0,,15.9
Bhutan,2003,,4200,68.5,46.3,66.2,,16.4
Bhutan,2004,,4330,69.1,46.7,69.4,,16.8
Bhutan,2005,52.8,4520,69.6,46.8,69.7,,17.2
Bhutan,2006,,4720,70.2,46.9,69.9,,17.6
Bhutan,2007,,5450,70.7,45.9,70.2,,18.0
Bhutan,2008,,5590,71.3,45.3,70.5,,18.4
Bhutan,2009,,5850,71.6,43.6,70.7,,18.7
Bhutan,2010,,6420,72.1,40.5,71.0,0.5720000000000001,19.1
Bhutan,2011,,6810,72.5,35.6,71.2,0.581,19.4
Bolivia,1991,,3830,61.9,47.4,57.7,0.5429999999999999,6.45
Bolivia,1992,80.0,3810,62.3,47.5,57.5,0.5489999999999999,6.58
Bolivia,1993,,3900,62.9,47.1,57.2,0.556,6.71
Bolivia,1994,,4000,63.7,50.0,57.0,0.564,6.85
Bolivia,1995,,4110,64.3,50.0,56.7,0.5710000000000001,6.98
Bolivia,1996,,4200,65.0,48.9,56.5,0.5770000000000001,7.12
Bolivia,1997,,4320,65.6,51.9,56.2,0.579,7.27
Bolivia,1998,,4450,66.3,50.4,56.0,0.591,7.41
Bolivia,1999,,4390,67.0,48.9,55.7,0.6,7.55
Bolivia,2000,,4410,67.7,48.0,55.5,0.607,7.7
Bolivia,2001,86.7,4400,68.3,47.6,55.2,0.61,7.84
Bolivia,2002,,4430,68.8,48.1,55.0,0.617,7.99
Bolivia,2003,,4470,69.3,49.2,54.7,0.62,8.13
Bolivia,2004,,4580,69.7,50.2,54.5,0.622,8.28
Bolivia,2005,,4700,70.1,50.2,54.2,0.625,8.42
Bolivia,2006,,4840,70.5,51.1,53.8,0.626,8.57
Bolivia,2007,90.7,4970,70.7,46.9,53.3,0.632,8.72
Bolivia,2008,90.7,5190,71.0,49.6,52.8,0.636,8.86
Bolivia,2009,91.2,5280,71.3,48.8,52.4,0.643,9.01
Bolivia,2010,,5410,71.6,49.4,51.9,0.649,9.16
Bolivia,2011,,5600,71.9,50.0,51.6,0.655,9.3
Bosnia and Herzegovina,1991,,2440,72.2,19.9,,,85.7
Bosnia and Herzegovina,1992,,1840,70.0,19.2,43.1,,83.1
Bosnia and Herzegovina,1993,,1370,68.8,17.7,43.0,,80.2
Bosnia and Herzegovina,1994,,1470,70.2,15.7,43.0,,77.4
Bosnia and Herzegovina,1995,,1830,68.9,15.0,42.9,,75.4
Bosnia and Herzegovina,1996,,3510,72.9,14.6,42.9,,74.1
Bosnia and Herzegovina,1997,,4750,73.4,14.7,42.8,,73.6
Bosnia and Herzegovina,1998,,5500,73.8,14.3,42.8,,73.5
Bosnia and Herzegovina,1999,,6010,74.4,13.0,42.7,,73.7
Bosnia and Herzegovina,2000,96.7,6330,74.8,14.7,42.7,,73.9
Bosnia and Herzegovina,2001,,6600,75.1,14.5,42.7,,73.9
Bosnia and Herzegovina,2002,,6940,75.3,13.5,42.7,,74.0
Bosnia and Herzegovina,2003,,7210,75.4,13.2,42.7,,74.1
Bosnia and Herzegovina,2004,,7650,75.6,12.3,42.7,,74.1
Bosnia and Herzegovina,2005,,8320,75.7,13.0,42.7,0.6970000000000001,74.1
Bosnia and Herzegovina,2006,,8770,75.9,12.1,42.7,0.703,74.1
Bosnia and Herzegovina,2007,,9280,76.1,13.1,42.7,0.71,74.0
Bosnia and Herzegovina,2008,,9820,76.3,16.6,42.7,0.716,73.8
Bosnia and Herzegovina,2009,,9580,76.6,15.9,42.7,0.7170000000000001,73.5
Bosnia and Herzegovina,2010,,9720,76.8,13.7,42.7,0.711,73.0
Bosnia and Herzegovina,2011,98.0,9890,76.9,13.2,42.7,0.728,72.3
Botswana,1991,68.6,8480,63.7,36.3,24.0,0.5920000000000001,2.5
Botswana,1992,,8490,62.4,34.6,23.8,0.59,2.57
Botswana,1993,,8430,60.8,32.3,23.6,0.5870000000000001,2.64
Botswana,1994,,8520,58.7,28.5,23.4,0.581,2.7
Botswana,1995,,8900,56.4,27.5,23.2,0.58,2.77
Botswana,1996,,9220,54.0,27.6,22.9,0.575,2.83
Botswana,1997,,9750,51.9,28.2,22.7,0.5720000000000001,2.89
Botswana,1998,,9640,49.8,29.1,22.5,0.564,2.95
Botswana,1999,,10400,48.1,29.3,22.3,0.5589999999999999,3.0
Botswana,2000,,10400,46.7,29.5,22.1,0.56,3.05
Botswana,2001,,10300,45.8,24.2,21.9,0.5579999999999999,3.1
Botswana,2002,,10700,45.2,25.1,21.7,0.5670000000000001,3.14
Botswana,2003,81.2,11100,45.3,23.7,21.5,0.58,3.18
Botswana,2004,,11200,46.1,25.5,21.3,0.593,3.23
Botswana,2005,,11600,47.8,27.3,21.1,0.61,3.27
Botswana,2006,,12400,49.5,30.5,20.9,0.63,3.32
Botswana,2007,,13200,51.1,29.3,20.7,0.6459999999999999,3.38
Botswana,2008,,13800,52.8,28.1,20.4,0.6609999999999999,3.43
Botswana,2009,,12500,54.9,27.0,20.2,0.669,3.49
Botswana,2010,,13300,57.1,25.3,20.0,0.6779999999999999,3.56
Botswana,2011,85.1,13900,58.9,26.8,19.9,0.687,3.62
Brazil,1991,,10300,68.8,55.3,65.1,0.615,18.2
Brazil,1992,,10100,69.0,54.3,64.8,0.622,18.5
Brazil,1993,,10400,69.2,54.3,64.5,0.631,18.8
Brazil,1994,,10800,69.5,54.0,64.2,0.64,19.1
Brazil,1995,,11100,69.7,54.0,63.9,0.649,19.4
Brazil,1996,,11100,70.0,53.1,63.6,0.6559999999999999,19.7
Brazil,1997,,11300,70.4,51.8,63.3,0.664,20.0
Brazil,1998,,11200,70.8,49.9,63.0,0.6709999999999999,20.4
Brazil,1999,,11100,71.1,49.2,62.7,0.677,20.7
Brazil,2000,86.4,11400,71.4,48.8,62.4,0.685,21.0
Brazil,2001,,11400,71.8,49.2,62.0,0.6920000000000001,21.3
Brazil,2002,,11600,72.1,49.9,61.7,0.6990000000000001,21.6
Brazil,2003,,11500,72.4,49.1,61.3,0.695,21.8
Brazil,2004,88.6,12100,72.7,50.9,61.0,0.6940000000000001,22.1
Brazil,2005,,12300,73.0,51.4,60.6,0.698,22.4
Brazil,2006,89.6,12600,73.3,51.0,60.4,0.7,22.6
Brazil,2007,90.0,13300,73.5,51.4,60.2,0.7040000000000001,22.9
Brazil,2008,90.0,13800,73.8,51.5,60.0,0.7140000000000001,23.1
Brazil,2009,90.3,13700,74.0,50.1,59.8,0.716,23.3
Brazil,2010,90.4,14500,74.2,49.6,59.6,0.7240000000000001,23.5
Brazil,2011,,15000,74.4,48.8,59.5,0.73,23.8
Brunei,1991,87.8,84900,73.5,39.7,78.1,0.787,50.5
Brunei,1992,,86400,73.6,39.6,77.8,0.792,52.0
Brunei,1993,,84300,73.8,39.7,77.5,0.797,53.5
Brunei,1994,,84600,74.1,39.6,77.2,0.8009999999999999,54.9
Brunei,1995,,86100,74.4,39.6,76.8,0.805,56.4
Brunei,1996,,86400,74.7,39.6,76.5,0.807,57.8
Brunei,1997,,83100,75.1,39.9,76.2,0.81,59.2
Brunei,1998,,80800,75.5,40.0,75.9,0.812,60.6
Brunei,1999,,81500,75.9,40.0,75.6,0.818,61.9
Brunei,2000,,82100,76.0,40.1,75.3,0.8190000000000001,63.2
Brunei,2001,92.7,82600,76.3,39.7,75.0,0.82,64.5
Brunei,2002,,84100,76.5,38.6,74.7,0.823,65.8
Brunei,2003,,85000,76.7,38.0,74.4,0.828,67.1
Brunei,2004,,83900,76.8,37.6,74.1,0.8340000000000001,68.2
Brunei,2005,,83000,76.8,37.1,73.8,0.8370000000000001,69.3
Brunei,2006,,85400,76.8,35.9,73.5,0.84,70.3
Brunei,2007,,84500,76.8,35.0,73.1,0.84,71.1
Brunei,2008,,81900,76.9,34.3,72.8,0.841,72.0
Brunei,2009,,79500,76.9,33.7,72.5,0.845,72.8
Brunei,2010,,80600,77.1,33.0,72.1,0.846,73.7
Brunei,2011,95.5,82400,77.0,32.1,72.1,0.852,74.8
Bulgaria,1991,,8600,71.3,26.5,30.1,0.696,80.8
Bulgaria,1992,,8060,71.3,27.0,30.2,0.696,79.9
Bulgaria,1993,,8000,71.2,25.5,30.2,0.696,79.0
Bulgaria,1994,,8180,70.9,25.3,30.3,0.6970000000000001,78.1
Bulgaria,1995,,8450,71.0,27.5,30.3,0.7020000000000001,77.2
Bulgaria,1996,,8630,70.9,27.8,30.3,0.7020000000000001,76.4
Bulgaria,1997,,8580,70.6,26.4,30.4,0.7040000000000001,75.6
Bulgaria,1998,,8940,71.1,26.0,30.4,0.7090000000000001,75.0
Bulgaria,1999,,8490,71.5,23.1,30.5,0.7090000000000001,74.3
Bulgaria,2000,,8960,71.8,20.5,30.5,0.713,73.7
Bulgaria,2001,98.2,9530,72.0,21.9,31.0,0.723,73.1
Bulgaria,2002,,10300,72.3,21.3,32.0,0.7290000000000001,72.5
Bulgaria,2003,,10900,72.5,22.2,32.5,0.738,71.9
Bulgaria,2004,,11700,72.6,23.6,33.1,0.745,71.3
Bulgaria,2005,,12700,72.7,23.2,33.6,0.75,70.8
Bulgaria,2006,,13600,72.8,25.3,33.8,0.755,70.2
Bulgaria,2007,,14800,73.1,26.8,33.9,0.7609999999999999,69.7
Bulgaria,2008,,15700,73.3,29.2,34.1,0.768,69.2
Bulgaria,2009,,15200,73.6,27.2,34.3,0.77,68.7
Bulgaria,2010,,15300,73.9,24.5,34.4,0.775,68.2
Bulgaria,2011,98.3,15700,74.3,22.0,34.6,0.778,67.8
Burkina Faso,1991,13.6,872,50.7,76.2,24.8,,33.1
Burkina Faso,1992,,851,50.6,75.5,24.6,,34.0
Burkina Faso,1993,,857,50.7,74.7,24.4,,34.9
Burkina Faso,1994,,845,50.7,74.0,24.1,,35.9
Burkina Faso,1995,,869,50.7,73.3,23.9,,36.9
Burkina Faso,1996,12.8,938,50.4,72.6,23.7,,37.9
Burkina Faso,1997,,970,50.9,71.8,23.5,,39.0
Burkina Faso,1998,,1010,51.4,71.1,23.3,,40.1
Burkina Faso,1999,,1060,51.8,70.3,23.1,,41.2
Burkina Faso,2000,,1050,52.2,69.4,22.8,,42.4
